Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
syrian arab republic,duma,76,moderate,1,good,76,moderate,0,good,56,moderate,0.1417004048582996,0.007518796992481203,0.32340425531914896,0.0,0.112
united states of america,duncanville,68,moderate,2,good,35,good,5,good,68,moderate,0.12550607287449392,0.015037593984962405,0.14893617021276595,0.05494505494505495,0.136
switzerland,ebikon,53,moderate,1,good,45,good,0,good,53,moderate,0.0951417004048583,0.007518796992481203,0.19148936170212766,0.0,0.106
united states of america,eden,47,good,1,good,47,good,0,good,21,good,0.08299595141700404,0.007518796992481203,0.2,0.0,0.042
mexico,el llano,147,unhealthy for sensitive groups,1,good,32,good,2,good,147,unhealthy for sensitive groups,0.2854251012145749,0.007518796992481203,0.13617021276595745,0.02197802197802198,0.294
india,elumalai,121,unhealthy for sensitive groups,3,good,8,good,8,good,121,unhealthy for sensitive groups,0.23279352226720648,0.022556390977443608,0.03404255319148936,0.08791208791208792,0.242
united states of america,elwood,58,moderate,1,good,47,good,5,good,58,moderate,0.10526315789473684,0.007518796992481203,0.2,0.05494505494505495,0.116
turkey,erbaa,42,good,1,good,42,good,0,good,31,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.062
germany,erding,68,moderate,1,good,64,moderate,0,good,68,moderate,0.12550607287449392,0.007518796992481203,0.2723404255319149,0.0,0.136
china,erenhot,47,good,1,good,32,good,0,good,47,good,0.08299595141700404,0.007518796992481203,0.13617021276595745,0.0,0.094
guatemala,escuintla,86,moderate,2,good,32,good,2,good,86,moderate,0.16194331983805668,0.015037593984962405,0.13617021276595745,0.02197802197802198,0.17200000000000001
brazil,esperantinopolis,27,good,0,good,17,good,0,good,27,good,0.04251012145748988,0.0,0.0723404255319149,0.0,0.054
brazil,esteio,51,moderate,1,good,18,good,1,good,51,moderate,0.09109311740890688,0.007518796992481203,0.07659574468085106,0.01098901098901099,0.10200000000000001
brazil,estrela,14,good,1,good,13,good,0,good,14,good,0.016194331983805668,0.007518796992481203,0.055319148936170216,0.0,0.028
portugal,evora,40,good,1,good,40,good,0,good,16,good,0.06882591093117409,0.007518796992481203,0.1702127659574468,0.0,0.032
united states of america,fairborn,44,good,1,good,44,good,1,good,44,good,0.07692307692307693,0.007518796992481203,0.18723404255319148,0.01098901098901099,0.088
india,faizabad,158,unhealthy,4,good,48,good,7,good,158,unhealthy,0.3076923076923077,0.03007518796992481,0.2042553191489362,0.07692307692307693,0.316
madagascar,fandriana,57,moderate,1,good,14,good,0,good,57,moderate,0.10323886639676114,0.007518796992481203,0.059574468085106386,0.0,0.114
italy,fara in sabina,63,moderate,1,good,63,moderate,0,good,43,good,0.11538461538461539,0.007518796992481203,0.2680851063829787,0.0,0.08600000000000001
bangladesh,fatikchhari,71,moderate,2,good,17,good,3,good,71,moderate,0.13157894736842105,0.015037593984962405,0.0723404255319149,0.03296703296703297,0.14200000000000002
france,fecamp,44,good,1,good,39,good,0,good,44,good,0.07692307692307693,0.007518796992481203,0.16595744680851063,0.0,0.088
iran (islamic republic of),fereydun kenar,151,unhealthy,2,good,38,good,2,good,151,unhealthy,0.2935222672064777,0.015037593984962405,0.16170212765957448,0.02197802197802198,0.302
romania,fetesti,51,moderate,1,good,43,good,0,good,51,moderate,0.09109311740890688,0.007518796992481203,0.18297872340425533,0.0,0.10200000000000001
botswana,francistown,42,good,1,good,29,good,0,good,42,good,0.0728744939271255,0.007518796992481203,0.12340425531914893,0.0,0.084
united states of america,frankfort,55,moderate,1,good,39,good,3,good,55,moderate,0.09919028340080971,0.007518796992481203,0.16595744680851063,0.03296703296703297,0.11
united states of america,freehold,51,moderate,1,good,41,good,3,good,51,moderate,0.09109311740890688,0.007518796992481203,0.17446808510638298,0.03296703296703297,0.10200000000000001
germany,friedeburg,38,good,1,good,38,good,0,good,33,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.0,0.066
germany,gaimersheim,64,moderate,1,good,54,moderate,0,good,64,moderate,0.11740890688259109,0.007518796992481203,0.2297872340425532,0.0,0.128
india,gangavalli,113,unhealthy for sensitive groups,2,good,24,good,6,good,113,unhealthy for sensitive groups,0.2165991902834008,0.015037593984962405,0.1021276595744681,0.06593406593406594,0.226
india,gariaband,151,unhealthy,2,good,40,good,2,good,151,unhealthy,0.2935222672064777,0.015037593984962405,0.1702127659574468,0.02197802197802198,0.302
belgium,geraardsbergen,52,moderate,1,good,38,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.10400000000000001
germany,gevelsberg,54,moderate,1,good,44,good,1,good,54,moderate,0.09716599190283401,0.007518796992481203,0.18723404255319148,0.01098901098901099,0.108
republic of north macedonia,gevgelija,81,moderate,1,good,47,good,0,good,81,moderate,0.15182186234817813,0.007518796992481203,0.2,0.0,0.162
ethiopia,gidole,45,good,1,good,14,good,0,good,45,good,0.07894736842105263,0.007518796992481203,0.059574468085106386,0.0,0.09
germany,giengen,65,moderate,1,good,53,moderate,0,good,65,moderate,0.11943319838056679,0.007518796992481203,0.225531914893617,0.0,0.13
united states of america,gilroy,41,good,1,good,29,good,3,good,41,good,0.0708502024291498,0.007518796992481203,0.12340425531914893,0.03296703296703297,0.082
canada,sherbrooke,23,good,1,good,23,good,0,good,18,good,0.03441295546558705,0.007518796992481203,0.09787234042553192,0.0,0.036000000000000004
india,shiliguri,132,unhealthy for sensitive groups,4,good,29,good,6,good,132,unhealthy for sensitive groups,0.2550607287449393,0.03007518796992481,0.12340425531914893,0.06593406593406594,0.264
japan,shimoda,51,moderate,1,good,51,moderate,1,good,51,moderate,0.09109311740890688,0.007518796992481203,0.2170212765957447,0.01098901098901099,0.10200000000000001
united republic of tanzania,shinyanga,22,good,0,good,19,good,0,good,22,good,0.032388663967611336,0.0,0.08085106382978724,0.0,0.044
iran (islamic republic of),shushtar,154,unhealthy,1,good,60,moderate,1,good,154,unhealthy,0.29959514170040485,0.007518796992481203,0.2553191489361702,0.01098901098901099,0.308
ukraine,shyroke,47,good,1,good,42,good,0,good,47,good,0.08299595141700404,0.007518796992481203,0.17872340425531916,0.0,0.094
italy,signa,73,moderate,1,good,73,moderate,0,good,42,good,0.13562753036437247,0.007518796992481203,0.31063829787234043,0.0,0.084
india,simga,156,unhealthy,3,good,40,good,4,good,156,unhealthy,0.30364372469635625,0.022556390977443608,0.1702127659574468,0.04395604395604396,0.312
philippines,siquijor,54,moderate,1,good,24,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1021276595744681,0.0,0.108
sweden,skovde,38,good,1,good,38,good,0,good,11,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.0,0.022
netherlands,someren,49,good,1,good,39,good,1,good,49,good,0.08704453441295547,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.098
united states of america,somerville,49,good,1,good,41,good,2,good,49,good,0.08704453441295547,0.007518796992481203,0.17446808510638298,0.02197802197802198,0.098
honduras,sonaguera,77,moderate,1,good,14,good,0,good,77,moderate,0.1437246963562753,0.007518796992481203,0.059574468085106386,0.0,0.154
india,sonari,89,moderate,3,good,8,good,8,good,89,moderate,0.1680161943319838,0.022556390977443608,0.03404255319148936,0.08791208791208792,0.178
india,songadh,107,unhealthy for sensitive groups,1,good,24,good,2,good,107,unhealthy for sensitive groups,0.20445344129554655,0.007518796992481203,0.1021276595744681,0.02197802197802198,0.214
poland,sopot,35,good,1,good,35,good,0,good,25,good,0.058704453441295545,0.007518796992481203,0.14893617021276595,0.0,0.05
el salvador,soyapango,76,moderate,2,good,17,good,4,good,76,moderate,0.1417004048582996,0.015037593984962405,0.0723404255319149,0.04395604395604396,0.152
italy,spoleto,53,moderate,1,good,53,moderate,0,good,52,moderate,0.0951417004048583,0.007518796992481203,0.225531914893617,0.0,0.10400000000000001
indonesia,srono,90,moderate,3,good,18,good,4,good,90,moderate,0.1700404858299595,0.022556390977443608,0.07659574468085106,0.04395604395604396,0.18
russian federation,sterlitamak,38,good,1,good,38,good,0,good,19,good,0.06477732793522267,0.007518796992481203,0.16170212765957448,0.0,0.038
czechia,sumperk,67,moderate,1,good,42,good,0,good,67,moderate,0.12348178137651822,0.007518796992481203,0.17872340425531916,0.0,0.134
russian federation,dalmatovo,60,moderate,1,good,34,good,1,good,60,moderate,0.10931174089068826,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.12
india,darjiling,44,good,1,good,37,good,0,good,44,good,0.07692307692307693,0.007518796992481203,0.1574468085106383,0.0,0.088
united kingdom of great britain and northern ireland,darwen,30,good,1,good,30,good,3,good,28,good,0.048582995951417005,0.007518796992481203,0.1276595744680851,0.03296703296703297,0.056
united states of america,davenport,41,good,1,good,30,good,5,good,41,good,0.0708502024291498,0.007518796992481203,0.1276595744680851,0.05494505494505495,0.082
united states of america,deerfield beach,74,moderate,2,good,12,good,11,good,74,moderate,0.13765182186234817,0.015037593984962405,0.05106382978723405,0.1208791208791209,0.148
united states of america,del city,67,moderate,1,good,29,good,2,good,67,moderate,0.12348178137651822,0.007518796992481203,0.12340425531914893,0.02197802197802198,0.134
united states of america,deltona,65,moderate,1,good,18,good,12,good,65,moderate,0.11943319838056679,0.007518796992481203,0.07659574468085106,0.13186813186813187,0.13
italy,desenzano del garda,126,unhealthy for sensitive groups,2,good,33,good,5,good,126,unhealthy for sensitive groups,0.24291497975708504,0.015037593984962405,0.14042553191489363,0.05494505494505495,0.252
slovakia,detva,69,moderate,1,good,42,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.17872340425531916,0.0,0.138
germany,diepholz,35,good,0,good,34,good,1,good,35,good,0.058704453441295545,0.0,0.1446808510638298,0.01098901098901099,0.07
pakistan,dir,59,moderate,0,good,45,good,0,good,59,moderate,0.10728744939271255,0.0,0.19148936170212766,0.0,0.11800000000000001
romania,viseu de sus,58,moderate,1,good,38,good,0,good,58,moderate,0.10526315789473684,0.007518796992481203,0.16170212765957448,0.0,0.116
france,voiron,61,moderate,1,good,31,good,1,good,61,moderate,0.11133603238866396,0.007518796992481203,0.13191489361702127,0.01098901098901099,0.122
poland,wadowice,72,moderate,1,good,38,good,2,good,72,moderate,0.13360323886639675,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.14400000000000002
united states of america,waimalu,23,good,0,good,23,good,0,good,22,good,0.03441295546558705,0.0,0.09787234042553192,0.0,0.044
united states of america,wake forest,56,moderate,2,good,32,good,7,good,56,moderate,0.10121457489878542,0.015037593984962405,0.13617021276595745,0.07692307692307693,0.112
india,yellapur,26,good,1,good,26,good,0,good,21,good,0.040485829959514164,0.007518796992481203,0.11063829787234043,0.0,0.042
ukraine,yevpatoriya,49,good,1,good,49,good,0,good,5,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.0,0.01
china,yining,82,moderate,1,good,45,good,0,good,82,moderate,0.15384615384615385,0.007518796992481203,0.19148936170212766,0.0,0.164
china,yushu,72,moderate,2,good,58,moderate,1,good,72,moderate,0.13360323886639675,0.015037593984962405,0.24680851063829787,0.01098901098901099,0.14400000000000002
serbia,zajecar,63,moderate,1,good,37,good,1,good,63,moderate,0.11538461538461539,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.126
russian federation,zayukovo,42,good,1,good,42,good,0,good,33,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.066
germany,zeulenroda,61,moderate,1,good,38,good,2,good,61,moderate,0.11133603238866396,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.122
china,zhuzhou,80,moderate,3,good,32,good,7,good,80,moderate,0.14979757085020243,0.022556390977443608,0.13617021276595745,0.07692307692307693,0.16
belgium,zonnebeke,40,good,1,good,38,good,2,good,40,good,0.06882591093117409,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.08
netherlands,zundert,44,good,1,good,30,good,5,good,44,good,0.07692307692307693,0.007518796992481203,0.1276595744680851,0.05494505494505495,0.088
new zealand,wellington,24,good,0,good,24,good,2,good,17,good,0.03643724696356275,0.0,0.1021276595744681,0.02197802197802198,0.034
germany,welver,70,moderate,2,good,25,good,10,good,70,moderate,0.12955465587044535,0.015037593984962405,0.10638297872340426,0.1098901098901099,0.14
germany,wendelstein,59,moderate,1,good,38,good,2,good,59,moderate,0.10728744939271255,0.007518796992481203,0.16170212765957448,0.02197802197802198,0.11800000000000001
united states of america,west milford,65,moderate,2,good,21,good,12,good,65,moderate,0.11943319838056679,0.015037593984962405,0.08936170212765958,0.13186813186813187,0.13
united states of america,west new york,73,moderate,2,good,19,good,19,good,73,moderate,0.13562753036437247,0.015037593984962405,0.08085106382978724,0.2087912087912088,0.146
new zealand,whangarei,22,good,0,good,22,good,1,good,21,good,0.032388663967611336,0.0,0.09361702127659574,0.01098901098901099,0.042
united states of america,willoughby,88,moderate,2,good,6,good,28,good,88,moderate,0.1659919028340081,0.015037593984962405,0.025531914893617023,0.3076923076923077,0.176
netherlands,winschoten,41,good,1,good,30,good,4,good,41,good,0.0708502024291498,0.007518796992481203,0.1276595744680851,0.04395604395604396,0.082
china,wuan,185,unhealthy,4,good,61,moderate,11,good,185,unhealthy,0.3623481781376518,0.03007518796992481,0.25957446808510637,0.1208791208791209,0.37
china,wuxi,176,unhealthy,5,good,34,good,23,good,176,unhealthy,0.3441295546558705,0.03759398496240601,0.1446808510638298,0.2527472527472528,0.352
brazil,xique xique,26,good,0,good,14,good,0,good,26,good,0.040485829959514164,0.0,0.059574468085106386,0.0,0.052000000000000005
india,yamunanagar,157,unhealthy,3,good,134,unhealthy for sensitive groups,1,good,157,unhealthy,0.305668016194332,0.022556390977443608,0.5702127659574469,0.01098901098901099,0.314
cuba,yara,77,moderate,1,good,19,good,3,good,77,moderate,0.1437246963562753,0.007518796992481203,0.08085106382978724,0.03296703296703297,0.154
china,dongsheng,138,unhealthy for sensitive groups,1,good,52,moderate,0,good,138,unhealthy for sensitive groups,0.26720647773279355,0.007518796992481203,0.22127659574468087,0.0,0.276
china,dongzhen,64,moderate,1,good,26,good,4,good,64,moderate,0.11740890688259109,0.007518796992481203,0.11063829787234043,0.04395604395604396,0.128
russian federation,dudinka,46,good,1,good,21,good,0,good,46,good,0.08097165991902834,0.007518796992481203,0.08936170212765958,0.0,0.092
germany,dulmen,41,good,0,good,32,good,2,good,41,good,0.0708502024291498,0.0,0.13617021276595745,0.02197802197802198,0.082
philippines,dumaguete,89,moderate,1,good,15,good,0,good,89,moderate,0.1680161943319838,0.007518796992481203,0.06382978723404255,0.0,0.178
india,dundwaraganj,184,unhealthy,3,good,147,unhealthy for sensitive groups,5,good,184,unhealthy,0.3603238866396761,0.022556390977443608,0.625531914893617,0.05494505494505495,0.368
germany,durmersheim,59,moderate,1,good,27,good,3,good,59,moderate,0.10728744939271255,0.007518796992481203,0.1148936170212766,0.03296703296703297,0.11800000000000001
china,duyun,62,moderate,2,good,42,good,1,good,62,moderate,0.11336032388663966,0.015037593984962405,0.17872340425531916,0.01098901098901099,0.124
united states of america,east bethel,53,moderate,1,good,34,good,8,good,53,moderate,0.0951417004048583,0.007518796992481203,0.1446808510638298,0.08791208791208792,0.106
india,egra,163,unhealthy,2,good,87,moderate,1,good,163,unhealthy,0.31781376518218624,0.015037593984962405,0.3702127659574468,0.01098901098901099,0.326
panama,el coco,76,moderate,2,good,18,good,7,good,76,moderate,0.1417004048582996,0.015037593984962405,0.07659574468085106,0.07692307692307693,0.152
colombia,el doncello,51,moderate,2,good,0,good,2,good,51,moderate,0.09109311740890688,0.015037593984962405,0.0,0.02197802197802198,0.10200000000000001
united states of america,el dorado,79,moderate,1,good,26,good,3,good,79,moderate,0.14777327935222673,0.007518796992481203,0.11063829787234043,0.03296703296703297,0.158
poland,elblag,33,good,0,good,32,good,0,good,33,good,0.05465587044534413,0.0,0.13617021276595745,0.0,0.066
netherlands,elburg,34,good,0,good,34,good,1,good,34,good,0.05668016194331983,0.0,0.1446808510638298,0.01098901098901099,0.068
united kingdom of great britain and northern ireland,ellesmere port,47,good,1,good,28,good,5,good,47,good,0.08299595141700404,0.007518796992481203,0.11914893617021277,0.05494505494505495,0.094
