Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
italy,venosa,46,good,2,good,39,good,6,good,46,good,0.08097165991902834,0.015037593984962405,0.16595744680851063,0.06593406593406594,0.092
portugal,vialonga,33,good,0,good,33,good,3,good,32,good,0.05465587044534413,0.0,0.14042553191489363,0.03296703296703297,0.064
russian federation,votkinsk,38,good,1,good,28,good,1,good,38,good,0.06477732793522267,0.007518796992481203,0.11914893617021277,0.01098901098901099,0.076
germany,weil im schonbuch,66,moderate,1,good,26,good,3,good,66,moderate,0.12145748987854252,0.007518796992481203,0.11063829787234043,0.03296703296703297,0.132
south africa,bisho,57,moderate,1,good,27,good,1,good,57,moderate,0.10323886639676114,0.007518796992481203,0.1148936170212766,0.01098901098901099,0.114
russian federation,bolkhov,65,moderate,0,good,23,good,1,good,65,moderate,0.11943319838056679,0.0,0.09787234042553192,0.01098901098901099,0.13
russian federation,bolokhovo,50,good,0,good,31,good,1,good,50,good,0.08906882591093117,0.0,0.13191489361702127,0.01098901098901099,0.1
germany,bonn,32,good,1,good,32,good,2,good,30,good,0.05263157894736842,0.007518796992481203,0.13617021276595745,0.02197802197802198,0.06
russian federation,borovskiy,42,good,1,good,29,good,1,good,42,good,0.0728744939271255,0.007518796992481203,0.12340425531914893,0.01098901098901099,0.084
belgium,bredene,42,good,1,good,27,good,2,good,42,good,0.0728744939271255,0.007518796992481203,0.1148936170212766,0.02197802197802198,0.084
ukraine,buchach,70,moderate,1,good,37,good,1,good,70,moderate,0.12955465587044535,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.14
chile,buin,245,very unhealthy,20,good,0,good,27,good,245,very unhealthy,0.48380566801619435,0.15037593984962405,0.0,0.2967032967032967,0.49
philippines,bunawan,54,moderate,1,good,18,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.07659574468085106,0.0,0.108
germany,burgstadt,32,good,0,good,32,good,1,good,27,good,0.05263157894736842,0.0,0.13617021276595745,0.01098901098901099,0.054
india,burla,163,unhealthy,1,good,63,moderate,0,good,163,unhealthy,0.31781376518218624,0.007518796992481203,0.2680851063829787,0.0,0.326
china,caidian,170,unhealthy,4,good,170,unhealthy,6,good,145,unhealthy for sensitive groups,0.3319838056680162,0.03007518796992481,0.723404255319149,0.06593406593406594,0.29
cuba,calabazar de sagua,90,moderate,1,good,21,good,1,good,90,moderate,0.1700404858299595,0.007518796992481203,0.08936170212765958,0.01098901098901099,0.18
united states of america,camp verde,43,good,1,good,13,good,4,good,43,good,0.07489878542510121,0.007518796992481203,0.055319148936170216,0.04395604395604396,0.08600000000000001
turkey,can,46,good,1,good,46,good,0,good,23,good,0.08097165991902834,0.007518796992481203,0.19574468085106383,0.0,0.046
italy,capua,45,good,1,good,45,good,2,good,15,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.02197802197802198,0.03
portugal,cartaxo,37,good,0,good,28,good,1,good,37,good,0.06275303643724696,0.0,0.11914893617021277,0.01098901098901099,0.074
italy,casalgrande,60,moderate,1,good,38,good,1,good,60,moderate,0.10931174089068826,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.12
portugal,cascais,47,good,0,good,29,good,3,good,47,good,0.08299595141700404,0.0,0.12340425531914893,0.03296703296703297,0.094
ecuador,catamayo,24,good,1,good,8,good,1,good,24,good,0.03643724696356275,0.007518796992481203,0.03404255319148936,0.01098901098901099,0.048
chile,cauquenes,36,good,1,good,16,good,3,good,36,good,0.060728744939271245,0.007518796992481203,0.06808510638297872,0.03296703296703297,0.07200000000000001
brazil,ceara mirim,34,good,0,good,19,good,1,good,34,good,0.05668016194331983,0.0,0.08085106382978724,0.01098901098901099,0.068
united states of america,cedarburg,49,good,2,good,16,good,14,good,49,good,0.08704453441295547,0.015037593984962405,0.06808510638297872,0.15384615384615385,0.098
turkey,cerkezkoy,43,good,1,good,43,good,0,good,26,good,0.07489878542510121,0.007518796992481203,0.18297872340425533,0.0,0.052000000000000005
united republic of tanzania,chake chake,52,moderate,1,good,25,good,0,good,52,moderate,0.09311740890688258,0.007518796992481203,0.10638297872340426,0.0,0.10400000000000001
india,chakradharpur,167,unhealthy,1,good,93,moderate,0,good,167,unhealthy,0.3259109311740891,0.007518796992481203,0.39574468085106385,0.0,0.334
philippines,codcod,58,moderate,1,good,23,good,0,good,58,moderate,0.10526315789473684,0.007518796992481203,0.09787234042553192,0.0,0.116
united states of america,college park,98,moderate,3,good,0,good,28,good,98,moderate,0.1862348178137652,0.022556390977443608,0.0,0.3076923076923077,0.196
brazil,colonia leopoldina,40,good,1,good,13,good,2,good,40,good,0.06882591093117409,0.007518796992481203,0.055319148936170216,0.02197802197802198,0.08
spain,conil,42,good,1,good,26,good,7,good,42,good,0.0728744939271255,0.007518796992481203,0.11063829787234043,0.07692307692307693,0.084
mexico,constitucion,35,good,0,good,35,good,0,good,5,good,0.058704453441295545,0.0,0.14893617021276595,0.0,0.01
united states of america,corinth,58,moderate,1,good,20,good,6,good,58,moderate,0.10526315789473684,0.007518796992481203,0.0851063829787234,0.06593406593406594,0.116
benin,cotonou,71,moderate,1,good,24,good,0,good,71,moderate,0.13157894736842105,0.007518796992481203,0.1021276595744681,0.0,0.14200000000000002
france,courbevoie,51,moderate,1,good,20,good,5,good,51,moderate,0.09109311740890688,0.007518796992481203,0.0851063829787234,0.05494505494505495,0.10200000000000001
south africa,cradock,43,good,1,good,23,good,0,good,43,good,0.07489878542510121,0.007518796992481203,0.09787234042553192,0.0,0.08600000000000001
united kingdom of great britain and northern ireland,crawley,32,good,0,good,28,good,3,good,32,good,0.05263157894736842,0.0,0.11914893617021277,0.03296703296703297,0.064
turkey,cubuk,42,good,1,good,42,good,0,good,34,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.068
rwanda,cyangugu,56,moderate,2,good,24,good,0,good,56,moderate,0.10121457489878542,0.015037593984962405,0.1021276595744681,0.0,0.112
brazil,abaete,39,good,1,good,2,good,3,good,39,good,0.06680161943319837,0.007518796992481203,0.00851063829787234,0.03296703296703297,0.078
ethiopia,abiy adi,106,unhealthy for sensitive groups,1,good,25,good,0,good,106,unhealthy for sensitive groups,0.20242914979757085,0.007518796992481203,0.10638297872340426,0.0,0.212
benin,abomey,80,moderate,1,good,21,good,1,good,80,moderate,0.14979757085020243,0.007518796992481203,0.08936170212765958,0.01098901098901099,0.16
france,agen,46,good,1,good,37,good,1,good,46,good,0.08097165991902834,0.007518796992481203,0.1574468085106383,0.01098901098901099,0.092
greece,akharnai,66,moderate,1,good,44,good,3,good,66,moderate,0.12145748987854252,0.007518796992481203,0.18723404255319148,0.03296703296703297,0.132
turkey,alanya,42,good,1,good,42,good,0,good,22,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.0,0.044
ukraine,aleksandriya,69,moderate,1,good,40,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.1702127659574468,0.0,0.138
russian federation,aleysk,35,good,1,good,35,good,0,good,27,good,0.058704453441295545,0.007518796992481203,0.14893617021276595,0.0,0.054
brazil,alvinopolis,63,moderate,2,good,2,good,4,good,63,moderate,0.11538461538461539,0.015037593984962405,0.00851063829787234,0.04395604395604396,0.126
pakistan,amangarh,198,unhealthy,3,good,198,unhealthy,2,good,98,moderate,0.38866396761133604,0.022556390977443608,0.8425531914893617,0.02197802197802198,0.196
mexico,amecameca,137,unhealthy for sensitive groups,2,good,3,good,14,good,137,unhealthy for sensitive groups,0.2651821862348178,0.015037593984962405,0.012765957446808512,0.15384615384615385,0.274
russian federation,amursk,47,good,1,good,33,good,0,good,47,good,0.08299595141700404,0.007518796992481203,0.14042553191489363,0.0,0.094
russian federation,anastasiyevskaya,47,good,1,good,47,good,1,good,20,good,0.08299595141700404,0.007518796992481203,0.2,0.01098901098901099,0.04
india,anjar,172,unhealthy,0,good,29,good,0,good,172,unhealthy,0.3360323886639676,0.0,0.12340425531914893,0.0,0.34400000000000003
madagascar,ankazobe,21,good,0,good,21,good,0,good,14,good,0.030364372469635626,0.0,0.08936170212765958,0.0,0.028
united states of america,annapolis,61,moderate,1,good,41,good,5,good,61,moderate,0.11133603238866396,0.007518796992481203,0.17446808510638298,0.05494505494505495,0.122
guatemala,antigua guatemala,125,unhealthy for sensitive groups,4,good,3,good,13,good,125,unhealthy for sensitive groups,0.2408906882591093,0.03007518796992481,0.012765957446808512,0.14285714285714288,0.25
india,anuppur,158,unhealthy,1,good,42,good,0,good,158,unhealthy,0.3076923076923077,0.007518796992481203,0.17872340425531916,0.0,0.316
italy,appiano,30,good,0,good,30,good,1,good,12,good,0.048582995951417005,0.0,0.1276595744680851,0.01098901098901099,0.024
brazil,arapongas,37,good,1,good,14,good,2,good,37,good,0.06275303643724696,0.007518796992481203,0.059574468085106386,0.02197802197802198,0.074
philippines,aringay,59,moderate,1,good,24,good,1,good,59,moderate,0.10728744939271255,0.007518796992481203,0.1021276595744681,0.01098901098901099,0.11800000000000001
iran (islamic republic of),bam,178,unhealthy,1,good,42,good,0,good,178,unhealthy,0.3481781376518219,0.007518796992481203,0.17872340425531916,0.0,0.356
india,banganapalle,83,moderate,0,good,30,good,0,good,83,moderate,0.15587044534412955,0.0,0.1276595744680851,0.0,0.166
thailand,bangkok,69,moderate,1,good,25,good,1,good,69,moderate,0.12753036437246965,0.007518796992481203,0.10638297872340426,0.01098901098901099,0.138
united states of america,belmont,54,moderate,1,good,24,good,9,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1021276595744681,0.09890109890109891,0.108
china,bengbu,174,unhealthy,4,good,174,unhealthy,5,good,141,unhealthy for sensitive groups,0.340080971659919,0.03007518796992481,0.7404255319148936,0.05494505494505495,0.28200000000000003
indonesia,bengkalis,38,good,1,good,19,good,0,good,38,good,0.06477732793522267,0.007518796992481203,0.08085106382978724,0.0,0.076
belgium,beringen,46,good,1,good,26,good,5,good,46,good,0.08097165991902834,0.007518796992481203,0.11063829787234043,0.05494505494505495,0.092
madagascar,beroroha,22,good,0,good,22,good,0,good,8,good,0.032388663967611336,0.0,0.09361702127659574,0.0,0.016
india,bhind,193,unhealthy,1,good,46,good,0,good,193,unhealthy,0.3785425101214575,0.007518796992481203,0.19574468085106383,0.0,0.386
poland,bierun,52,moderate,1,good,26,good,3,good,52,moderate,0.09311740890688258,0.007518796992481203,0.11063829787234043,0.03296703296703297,0.10400000000000001
china,bijie,81,moderate,2,good,26,good,6,good,81,moderate,0.15182186234817813,0.015037593984962405,0.11063829787234043,0.06593406593406594,0.162
germany,billerbeck,33,good,1,good,33,good,2,good,26,good,0.05465587044534413,0.007518796992481203,0.14042553191489363,0.02197802197802198,0.052000000000000005
united states of america,billings,40,good,1,good,24,good,4,good,40,good,0.06882591093117409,0.007518796992481203,0.1021276595744681,0.04395604395604396,0.08
united states of america,binghamton,40,good,1,good,40,good,1,good,34,good,0.06882591093117409,0.007518796992481203,0.1702127659574468,0.01098901098901099,0.068
india,binika,164,unhealthy,1,good,66,moderate,0,good,164,unhealthy,0.31983805668016196,0.007518796992481203,0.28085106382978725,0.0,0.328
nepal,birganj,231,very unhealthy,3,good,147,unhealthy for sensitive groups,1,good,231,very unhealthy,0.45546558704453444,0.022556390977443608,0.625531914893617,0.01098901098901099,0.462
united kingdom of great britain and northern ireland,cheltenham,47,good,0,good,32,good,1,good,47,good,0.08299595141700404,0.0,0.13617021276595745,0.01098901098901099,0.094
mexico,chiapa,79,moderate,3,good,7,good,8,good,79,moderate,0.14777327935222673,0.022556390977443608,0.029787234042553193,0.08791208791208792,0.158
italy,chieri,60,moderate,1,good,33,good,4,good,60,moderate,0.10931174089068826,0.007518796992481203,0.14042553191489363,0.04395604395604396,0.12
colombia,chigorodo,35,good,1,good,7,good,0,good,35,good,0.058704453441295545,0.007518796992481203,0.029787234042553193,0.0,0.07
panama,chilibre,82,moderate,2,good,18,good,8,good,82,moderate,0.15384615384615385,0.015037593984962405,0.07659574468085106,0.08791208791208792,0.164
india,chinna salem,81,moderate,1,good,43,good,2,good,81,moderate,0.15182186234817813,0.007518796992481203,0.18297872340425533,0.02197802197802198,0.162
china,chizhou,201,very unhealthy,5,good,201,very unhealthy,5,good,159,unhealthy,0.39473684210526316,0.03759398496240601,0.8553191489361702,0.05494505494505495,0.318
united kingdom of great britain and northern ireland,chorley,63,moderate,0,good,32,good,1,good,63,moderate,0.11538461538461539,0.0,0.13617021276595745,0.01098901098901099,0.126
thailand,chumphon,41,good,0,good,15,good,0,good,41,good,0.0708502024291498,0.0,0.06382978723404255,0.0,0.082
china,chutung,64,moderate,1,good,49,good,3,good,64,moderate,0.11740890688259109,0.007518796992481203,0.20851063829787234,0.03296703296703297,0.128
indonesia,cidahu,112,unhealthy for sensitive groups,2,good,88,moderate,1,good,112,unhealthy for sensitive groups,0.2145748987854251,0.015037593984962405,0.37446808510638296,0.01098901098901099,0.224
italy,cisterna,49,good,1,good,49,good,1,good,20,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.01098901098901099,0.04
india,asifabad,151,unhealthy,1,good,40,good,0,good,151,unhealthy,0.2935222672064777,0.007518796992481203,0.1702127659574468,0.0,0.302
united states of america,atascocita,53,moderate,1,good,11,good,13,good,53,moderate,0.0951417004048583,0.007518796992481203,0.04680851063829787,0.14285714285714288,0.106
united states of america,aurora,78,moderate,2,good,7,good,14,good,78,moderate,0.145748987854251,0.015037593984962405,0.029787234042553193,0.15384615384615385,0.156
spain,azpeitia,33,good,0,good,33,good,0,good,20,good,0.05465587044534413,0.0,0.14042553191489363,0.0,0.04
cameroon,bafang,75,moderate,3,good,15,good,1,good,75,moderate,0.13967611336032387,0.022556390977443608,0.06382978723404255,0.01098901098901099,0.15
united states of america,baldwin,55,moderate,2,good,28,good,12,good,55,moderate,0.09919028340080971,0.015037593984962405,0.11914893617021277,0.13186813186813187,0.11
ukraine,bar,64,moderate,1,good,42,good,0,good,64,moderate,0.11740890688259109,0.007518796992481203,0.17872340425531916,0.0,0.128
italy,barletta,48,good,1,good,48,good,1,good,35,good,0.08502024291497975,0.007518796992481203,0.2042553191489362,0.01098901098901099,0.07
united states of america,batavia,78,moderate,3,good,3,good,25,good,78,moderate,0.145748987854251,0.022556390977443608,0.012765957446808512,0.27472527472527475,0.156
sri lanka,batticaloa,54,moderate,1,good,40,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.1702127659574468,0.0,0.108
cuba,bauta,65,moderate,1,good,23,good,2,good,65,moderate,0.11943319838056679,0.007518796992481203,0.09787234042553192,0.02197802197802198,0.13
madagascar,bealanana,22,good,0,good,22,good,0,good,7,good,0.032388663967611336,0.0,0.09361702127659574,0.0,0.014
thailand,phra phutthabat,112,unhealthy for sensitive groups,2,good,18,good,7,good,112,unhealthy for sensitive groups,0.2145748987854251,0.015037593984962405,0.07659574468085106,0.07692307692307693,0.224
france,pierrefitte sur seine,67,moderate,1,good,46,good,1,good,67,moderate,0.12348178137651822,0.007518796992481203,0.19574468085106383,0.01098901098901099,0.134
philippines,pila,89,moderate,2,good,26,good,7,good,89,moderate,0.1680161943319838,0.015037593984962405,0.11063829787234043,0.07692307692307693,0.178
germany,pocking,74,moderate,1,good,61,moderate,0,good,74,moderate,0.13765182186234817,0.007518796992481203,0.25957446808510637,0.0,0.148
brazil,pocone,44,good,1,good,8,good,0,good,44,good,0.07692307692307693,0.007518796992481203,0.03404255319148936,0.0,0.088
italy,pomezia,78,moderate,1,good,78,moderate,0,good,28,good,0.145748987854251,0.007518796992481203,0.33191489361702126,0.0,0.056
united states of america,ponca city,50,good,1,good,47,good,0,good,50,good,0.08906882591093117,0.007518796992481203,0.2,0.0,0.1
romania,popesti leordeni,59,moderate,1,good,52,moderate,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.22127659574468087,0.0,0.11800000000000001
united states of america,poquoson,47,good,1,good,47,good,1,good,47,good,0.08299595141700404,0.007518796992481203,0.2,0.01098901098901099,0.094
papua new guinea,port moresby,23,good,0,good,20,good,1,good,23,good,0.03441295546558705,0.0,0.0851063829787234,0.01098901098901099,0.046
brazil,porto nacional,18,good,0,good,16,good,0,good,18,good,0.0242914979757085,0.0,0.06808510638297872,0.0,0.036000000000000004
russian federation,pravdinskiy,32,good,1,good,32,good,6,good,30,good,0.05263157894736842,0.007518796992481203,0.13617021276595745,0.06593406593406594,0.06
republic of north macedonia,prilep,123,unhealthy for sensitive groups,1,good,39,good,0,good,123,unhealthy for sensitive groups,0.23684210526315788,0.007518796992481203,0.16595744680851063,0.0,0.246
argentina,puerto madryn,11,good,0,good,11,good,0,good,7,good,0.010121457489878544,0.0,0.04680851063829787,0.0,0.014
azerbaijan,qazax,70,moderate,1,good,34,good,0,good,70,moderate,0.12955465587044535,0.007518796992481203,0.1446808510638298,0.0,0.14
brazil,quata,46,good,1,good,20,good,0,good,46,good,0.08097165991902834,0.007518796992481203,0.0851063829787234,0.0,0.092
cuba,quemado de guines,35,good,1,good,35,good,0,good,24,good,0.058704453441295545,0.007518796992481203,0.14893617021276595,0.0,0.048
pakistan,rajanpur,175,unhealthy,1,good,40,good,3,good,175,unhealthy,0.34210526315789475,0.007518796992481203,0.1702127659574468,0.03296703296703297,0.35000000000000003
israel,ramat gan,70,moderate,1,good,45,good,5,good,70,moderate,0.12955465587044535,0.007518796992481203,0.19148936170212766,0.05494505494505495,0.14
united states of america,scarsdale,53,moderate,1,good,46,good,2,good,53,moderate,0.0951417004048583,0.007518796992481203,0.19574468085106383,0.02197802197802198,0.106
germany,scharbeutz,43,good,1,good,43,good,0,good,26,good,0.07489878542510121,0.007518796992481203,0.18297872340425533,0.0,0.052000000000000005
france,seyssinet pariset,34,good,1,good,34,good,1,good,33,good,0.05668016194331983,0.007518796992481203,0.1446808510638298,0.01098901098901099,0.066
india,shahapur,171,unhealthy,5,good,12,good,13,good,171,unhealthy,0.3340080971659919,0.03759398496240601,0.05106382978723405,0.14285714285714288,0.342
pakistan,sharqpur,179,unhealthy,5,good,74,moderate,9,good,179,unhealthy,0.35020242914979755,0.03759398496240601,0.3148936170212766,0.09890109890109891,0.358
belgium,ronse,51,moderate,1,good,38,good,1,good,51,moderate,0.09109311740890688,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.10200000000000001
united states of america,roseville,51,moderate,1,good,32,good,1,good,51,moderate,0.09109311740890688,0.007518796992481203,0.13617021276595745,0.01098901098901099,0.10200000000000001
france,rouen,57,moderate,1,good,44,good,0,good,57,moderate,0.10323886639676114,0.007518796992481203,0.18723404255319148,0.0,0.114
united states of america,roy,51,moderate,1,good,24,good,6,good,51,moderate,0.09109311740890688,0.007518796992481203,0.1021276595744681,0.06593406593406594,0.10200000000000001
costa rica,sabanilla,42,good,1,good,21,good,2,good,42,good,0.0728744939271255,0.007518796992481203,0.08936170212765958,0.02197802197802198,0.084
mexico,sabinas hidalgo,54,moderate,1,good,25,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.10638297872340426,0.0,0.108
slovakia,sabinov,69,moderate,1,good,46,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.19574468085106383,0.0,0.138
saudi arabia,sabya,170,unhealthy,4,good,138,unhealthy for sensitive groups,3,good,170,unhealthy,0.3319838056680162,0.03007518796992481,0.5872340425531914,0.03296703296703297,0.34
egypt,safaga,71,moderate,1,good,71,moderate,0,good,68,moderate,0.13157894736842105,0.007518796992481203,0.3021276595744681,0.0,0.136
united states of america,saint augustine,82,moderate,2,good,82,moderate,2,good,34,good,0.15384615384615385,0.015037593984962405,0.34893617021276596,0.02197802197802198,0.068
japan,saitama,87,moderate,2,good,23,good,22,good,87,moderate,0.16396761133603238,0.015037593984962405,0.09787234042553192,0.2417582417582418,0.17400000000000002
italy,sala consilina,49,good,1,good,49,good,0,good,41,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.0,0.082
india,samalkha,189,unhealthy,7,good,29,good,25,good,189,unhealthy,0.37044534412955465,0.05263157894736842,0.12340425531914893,0.27472527472527475,0.378
ecuador,samborondon,57,moderate,1,good,25,good,2,good,57,moderate,0.10323886639676114,0.007518796992481203,0.10638297872340426,0.02197802197802198,0.114
colombia,san benito abad,60,moderate,1,good,18,good,0,good,60,moderate,0.10931174089068826,0.007518796992481203,0.07659574468085106,0.0,0.12
united states of america,san gabriel,112,unhealthy for sensitive groups,3,good,20,good,24,good,112,unhealthy for sensitive groups,0.2145748987854251,0.022556390977443608,0.0851063829787234,0.26373626373626374,0.224
colombia,san gil,65,moderate,1,good,26,good,0,good,65,moderate,0.11943319838056679,0.007518796992481203,0.11063829787234043,0.0,0.13
dominican republic,san ignacio de sabaneta,106,unhealthy for sensitive groups,1,good,48,good,0,good,106,unhealthy for sensitive groups,0.20242914979757085,0.007518796992481203,0.2042553191489362,0.0,0.212
guatemala,san miguel chicaj,52,moderate,1,good,16,good,2,good,52,moderate,0.09311740890688258,0.007518796992481203,0.06808510638297872,0.02197802197802198,0.10400000000000001
colombia,san vicente de chucuri,90,moderate,1,good,34,good,0,good,90,moderate,0.1700404858299595,0.007518796992481203,0.1446808510638298,0.0,0.18
philippines,santa ana,150,unhealthy,2,good,25,good,8,good,150,unhealthy,0.291497975708502,0.015037593984962405,0.10638297872340426,0.08791208791208792,0.3
cuba,santa cruz del norte,39,good,0,good,39,good,0,good,38,good,0.06680161943319837,0.0,0.16595744680851063,0.0,0.076
cuba,santa cruz del sur,77,moderate,1,good,28,good,0,good,77,moderate,0.1437246963562753,0.007518796992481203,0.11914893617021277,0.0,0.154
peru,santiago de cao,44,good,0,good,22,good,0,good,44,good,0.07692307692307693,0.0,0.09361702127659574,0.0,0.088
brazil,sao francisco de assis,19,good,0,good,19,good,0,good,8,good,0.026315789473684213,0.0,0.08085106382978724,0.0,0.016
brazil,sao luis de montes belos,27,good,1,good,27,good,0,good,21,good,0.04251012145748988,0.007518796992481203,0.1148936170212766,0.0,0.042
brazil,sao luis,30,good,0,good,19,good,0,good,30,good,0.048582995951417005,0.0,0.08085106382978724,0.0,0.06
brazil,sao pedro da aldeia,29,good,0,good,29,good,0,good,28,good,0.04655870445344129,0.0,0.12340425531914893,0.0,0.056
brazil,sao pedro do sul,17,good,0,good,17,good,0,good,14,good,0.022267206477732792,0.0,0.0723404255319149,0.0,0.028
pakistan,sarai sidhu,186,unhealthy,5,good,42,good,13,good,186,unhealthy,0.3643724696356275,0.03759398496240601,0.17872340425531916,0.14285714285714288,0.372
cuba,ranchuelo,37,good,1,good,36,good,0,good,37,good,0.06275303643724696,0.007518796992481203,0.15319148936170213,0.0,0.074
india,ratlam,157,unhealthy,1,good,31,good,3,good,157,unhealthy,0.305668016194332,0.007518796992481203,0.13191489361702127,0.03296703296703297,0.314
united states of america,redondo beach,90,moderate,2,good,18,good,21,good,90,moderate,0.1700404858299595,0.015037593984962405,0.07659574468085106,0.23076923076923078,0.18
germany,reinheim,61,moderate,1,good,60,moderate,0,good,61,moderate,0.11133603238866396,0.007518796992481203,0.2553191489361702,0.0,0.122
germany,remscheid,55,moderate,1,good,43,good,1,good,55,moderate,0.09919028340080971,0.007518796992481203,0.18297872340425533,0.01098901098901099,0.11
india,remuna,98,moderate,2,good,30,good,2,good,98,moderate,0.1862348178137652,0.015037593984962405,0.1276595744680851,0.02197802197802198,0.196
united states of america,robstown,44,good,0,good,26,good,1,good,44,good,0.07692307692307693,0.0,0.11063829787234043,0.01098901098901099,0.088
greece,rodos,63,moderate,1,good,63,moderate,0,good,29,good,0.11538461538461539,0.007518796992481203,0.2680851063829787,0.0,0.058
france,roissy en brie,72,moderate,1,good,45,good,1,good,72,moderate,0.13360323886639675,0.007518796992481203,0.19148936170212766,0.01098901098901099,0.14400000000000002
czechia,rokycany,62,moderate,1,good,49,good,0,good,62,moderate,0.11336032388663966,0.007518796992481203,0.20851063829787234,0.0,0.124
france,romainville,70,moderate,1,good,46,good,1,good,70,moderate,0.12955465587044535,0.007518796992481203,0.19574468085106383,0.01098901098901099,0.14
thailand,ron phibun,119,unhealthy for sensitive groups,3,good,5,good,4,good,119,unhealthy for sensitive groups,0.22874493927125505,0.022556390977443608,0.02127659574468085,0.04395604395604396,0.23800000000000002
syrian arab republic,damascus,77,moderate,1,good,77,moderate,1,good,59,moderate,0.1437246963562753,0.007518796992481203,0.32765957446808514,0.01098901098901099,0.11800000000000001
tajikistan,dangara,156,unhealthy,1,good,19,good,0,good,156,unhealthy,0.30364372469635625,0.007518796992481203,0.08085106382978724,0.0,0.312
united states of america,danvers,40,good,1,good,35,good,2,good,40,good,0.06882591093117409,0.007518796992481203,0.14893617021276595,0.02197802197802198,0.08
united kingdom of great britain and northern ireland,darlington,40,good,1,good,38,good,0,good,40,good,0.06882591093117409,0.007518796992481203,0.16170212765957448,0.0,0.08
china,dashiqiao,74,moderate,3,good,69,moderate,4,good,74,moderate,0.13765182186234817,0.022556390977443608,0.2936170212765957,0.04395604395604396,0.148
china,dashitou,86,moderate,2,good,40,good,1,good,86,moderate,0.16194331983805668,0.015037593984962405,0.1702127659574468,0.01098901098901099,0.17200000000000001
pakistan,daulatpur,114,unhealthy for sensitive groups,1,good,25,good,2,good,114,unhealthy for sensitive groups,0.21862348178137653,0.007518796992481203,0.10638297872340426,0.02197802197802198,0.228
united states of america,de land,74,moderate,1,good,74,moderate,1,good,24,good,0.13765182186234817,0.007518796992481203,0.3148936170212766,0.01098901098901099,0.048
indonesia,delanggu,208,very unhealthy,13,good,3,good,24,good,208,very unhealthy,0.4089068825910931,0.09774436090225563,0.012765957446808512,0.26373626373626374,0.41600000000000004
india,deoria,165,unhealthy,4,good,57,moderate,6,good,165,unhealthy,0.32186234817813764,0.03007518796992481,0.24255319148936172,0.06593406593406594,0.33
india,dholka,153,unhealthy,2,good,27,good,6,good,153,unhealthy,0.2975708502024291,0.015037593984962405,0.1148936170212766,0.06593406593406594,0.306
united states of america,dickinson,26,good,1,good,22,good,1,good,26,good,0.040485829959514164,0.007518796992481203,0.09361702127659574,0.01098901098901099,0.052000000000000005
france,dieppe,43,good,1,good,36,good,0,good,43,good,0.07489878542510121,0.007518796992481203,0.15319148936170213,0.0,0.08600000000000001
chad,doba,69,moderate,1,good,16,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.06808510638297872,0.0,0.138
romania,dofteana,46,good,1,good,44,good,0,good,46,good,0.08097165991902834,0.007518796992481203,0.18723404255319148,0.0,0.092
india,dohrighat,168,unhealthy,4,good,65,moderate,6,good,168,unhealthy,0.32793522267206476,0.03007518796992481,0.2765957446808511,0.06593406593406594,0.336
viet nam,dong xoai,88,moderate,2,good,13,good,5,good,88,moderate,0.1659919028340081,0.015037593984962405,0.055319148936170216,0.05494505494505495,0.176
united states of america,dorado,117,unhealthy for sensitive groups,0,good,29,good,0,good,117,unhealthy for sensitive groups,0.22469635627530365,0.0,0.12340425531914893,0.0,0.234
niger,dosso,69,moderate,1,good,36,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.15319148936170213,0.0,0.138
india,dostpur,167,unhealthy,4,good,59,moderate,7,good,167,unhealthy,0.3259109311740891,0.03007518796992481,0.25106382978723407,0.07692307692307693,0.334
united states of america,duarte,102,unhealthy for sensitive groups,3,good,24,good,21,good,102,unhealthy for sensitive groups,0.19433198380566802,0.022556390977443608,0.1021276595744681,0.23076923076923078,0.20400000000000001
guinea,dubreka,58,moderate,1,good,27,good,0,good,58,moderate,0.10526315789473684,0.007518796992481203,0.1148936170212766,0.0,0.116
